,code,name,mbrg,nprg,nav,targ,epsg,seg
0,600485,信威集团,1255.8458,12813.623,2224.1825,2269.7302,529.1589,2138.2204
1,002180,纳思达,250.453,8827.874,55.7067,58.756,1866.6667,51.4794
2,000908,景峰医药,1069.9568,7432.0596,18624.9539,468.2637,4483.3333,19753.3168
3,300049,福瑞股份,23.312,4540.4789,22.2526,16.5899,1650.0,16.9712
4,600206,有研新材,393.6011,3504.8742,136.3639,115.6028,600.0,124.4197
5,000978,桂林旅游,123.13,3331.878,3.7511,10.4519,280.0,2.8939
6,600483,福能股份,392.4365,3316.493,696.3319,1165.065,942.8571,680.391
7,300059,东方财富,146.3054,3214.8814,11.2796,154.1441,1270.0,11.284
8,000810,创维数字,212.1568,2262.9706,210.356,258.0584,2886.4111,302.3273
9,600756,浪潮软件,23.8956,2080.0981,9.7011,42.5207,1305.0,9.8799
10,002346,柘中股份,148.6112,2026.9429,50.7412,87.4384,533.3333,50.7412
11,002354,天神娱乐,17.458,2013.1717,41.664,-23.243,1166.6667,41.4695
12,300601,康泰生物,21.0969,1962.9645,56.8686,21.245,,56.8686
13,300142,沃森生物,23.3112,1880.9323,9.3081,-2.74,125.9259,5.1172
14,603083,剑桥科技,101.9935,1793.8925,19.2807,96.2506,1860.0,19.2807
15,600398,海澜之家,803.6196,1522.4686,220.4724,459.0733,145.4545,226.166
16,002555,三七互娱,132.6676,1492.0772,285.2106,326.3221,733.3333,258.5909
17,002446,盛路通信,65.0397,1180.7174,87.4774,81.5395,1000.0,87.8597
18,002624,完美世界,94.7307,1176.347,59.3874,116.9119,725.0,48.8818
19,000546,金圆股份,1435.284,1080.1165,744.7378,1309.7962,147.6974,843.4936
20,300691,联合光电,128.4417,1028.4768,123.416,56.8289,,123.416
21,000681,视觉中国,270.7529,991.4277,717.2436,630.4594,1074.0,809.5626
22,600565,迪马股份,141.0026,969.3162,222.0922,97.2772,540.0,361.0575
23,603077,和邦生物,36.3791,942.639,44.433,63.5881,392.8571,44.433
24,600696,*ST匹凸,-90.8522,919.9168,11.9425,30.923,703.8462,13.5509
25,600826,兰生股份,11.9168,912.8567,75.997,75.4895,930.3777,74.5557
26,002201,九鼎新材,18.7464,911.8359,1.9225,30.592,400.0,1.8846
27,600685,中船防务,128.7704,868.1909,44.8408,87.8522,596.6825,44.2073
28,300269,联建光电,65.6565,842.9969,175.0421,123.5956,518.5714,174.951
29,002019,亿帆医药,141.3946,829.1151,401.0348,214.3012,648.7091,401.1701
30,300134,大富科技,29.3146,794.7971,15.7762,16.4797,717.6471,17.1437
31,601011,宝泰隆,0.3228,777.2335,2.5841,6.0182,500.0,2.7997
32,603169,兰石重装,10.9099,759.788,72.8284,86.8299,734.3284,72.8284
33,300681,英搏尔,152.2294,733.1008,211.1813,191.9915,,211.1813
34,002024,苏宁云商,3.4505,690.0425,2.9053,-0.0704,140.0,3.2169
35,601099,太平洋,,667.4941,228.974,206.4811,280.0,193.2222
36,300032,金龙机电,175.0551,666.807,108.5618,148.8139,471.4286,122.3381
37,600381,青海春天,617.5243,666.3799,516.4629,-3.6113,1845.8537,-809.0635
38,601788,光大证券,,653.4898,12.7691,113.4705,905.1495,13.0181
39,002012,凯恩股份,-4.8049,641.697,4.0697,-3.9174,200.0,3.672
40,002370,亚太药业,19.7568,640.2671,5.2814,5.8196,566.6667,5.2814
41,600099,林海股份,27.63,628.8343,-1.6804,3.7998,644.4444,-1.6804
42,002610,爱康科技,55.5018,607.187,81.6759,93.416,866.6667,85.8516
43,002520,日发精机,122.9522,592.6133,11.2327,40.0306,450.0,7.7308
44,000683,远兴能源,111.7974,581.1247,104.1789,66.1348,275.0,152.6487
45,600766,园城黄金,286.7863,574.6426,37.6929,-24.5211,500.0,37.6929
46,600141,兴发集团,4.1847,569.9294,42.3164,30.6816,643.1429,45.2553
47,600063,皖维高新,15.4779,564.9706,44.5479,17.2538,1100.0,52.7262
48,002427,尤夫股份,40.9572,555.6092,10.1777,-0.787,471.4286,9.4164
49,603225,新凤鸣,15.0122,535.7442,12.4918,6.1401,194.7368,13.8335
50,300222,科大智能,84.5112,527.1858,107.9522,121.7442,488.8889,111.4253
51,600188,兖州煤业,8.848,521.1349,2.5434,4.3244,76.7892,0.5597
52,002068,黑猫股份,3.0247,516.2467,7.2983,-2.0526,272.7866,7.5131
53,000712,锦龙股份,-68.854,511.264,9.9033,47.7673,265.7627,15.4298
54,600814,杭州解百,188.3798,505.4964,204.459,253.1236,70.0,126.7721
55,002182,云海金属,-13.5562,500.7382,-2.1034,-1.2285,9.0909,-0.4209
56,300709,精研科技,122.6144,494.2251,46.7578,50.9642,,46.7578
57,300252,金信诺,59.9303,490.6922,13.956,20.8655,264.2857,10.9229
58,600683,京投发展,249.9209,486.3662,-3.9893,23.5341,-70.0,0.1169
59,300008,天海防务,257.3373,483.7323,56.7731,105.1544,234.5455,59.4306
60,300148,天舟文化,57.2674,483.4604,225.1228,217.7843,200.0,228.864
61,000607,华媒控股,-34.0174,474.7475,128.2953,-0.1006,1100.0,240.5088
62,601519,*ST智慧,-8.2538,472.3638,2.4605,-5.0656,800.0,3.7718
63,603283,赛腾股份,242.1433,469.7221,255.8294,212.5746,466.6667,255.8294
64,300672,国科微,112.9379,467.5278,36.9576,92.7072,,43.8472
65,300283,温州宏丰,0.8657,466.5301,6.2357,29.4803,325.0,4.1618
66,603103,横店影视,28.1664,460.2508,72.6581,27.651,,74.7856
67,603659,璞泰来,172.4376,452.0863,48.6926,45.6614,,55.6345
68,600051,宁波联合,57.3445,447.6621,9.73,-0.7275,90.0,4.5353
69,600428,中远海特,2.9793,429.4458,0.6806,2.1124,515.7895,0.7098
70,000709,河钢股份,-10.8816,423.0807,1.0236,2.0792,500.0,1.1201
71,002792,通宇通讯,146.4059,419.5203,57.3559,70.5204,417.5439,57.3559
72,300670,大烨智能,239.06,406.4141,52.0705,91.2684,357.6351,52.0705
73,300175,朗源股份,34.398,406.2128,23.0521,32.4391,401.3477,18.1466
74,600807,天业股份,11.8087,400.0048,14.5137,24.8667,133.3333,16.0109
75,300682,朗新科技,12.382,399.9032,69.9759,65.5453,129.0076,69.9759
76,300708,聚灿光电,75.2796,394.2598,17.5144,29.2148,375.1429,17.5144
77,000416,民生控股,-10.8274,372.7898,7.9918,0.0165,1867.8571,11.0181
78,300498,温氏股份,8.1086,371.0367,18.9057,5.8402,,18.8676
79,601218,吉鑫科技,17.1431,365.7619,5.8857,1.0138,365.6716,4.1231
80,600382,广东明珠,148.0039,354.4594,52.0106,42.5302,318.6441,50.1715
81,600774,汉商集团,-6.1423,353.3184,3.6698,-1.3412,10.0,3.6246
82,600601,方正科技,31.1188,350.6836,-18.4623,44.0003,271.3396,-18.5323
83,002326,永太科技,37.9181,342.9774,65.3541,29.4021,312.5,68.0368
84,002562,兄弟科技,2.1304,337.2902,4.8304,7.3083,111.1111,5.1034
85,601599,鹿港文化,21.0906,336.4527,48.7697,27.0779,350.0,51.2071
86,600229,城市传媒,0.9442,333.3482,7.8724,12.3902,216.6667,7.3387
87,600052,浙江广厦,-8.4171,329.4704,9.454,-7.4525,300.0,9.5967
88,600584,长电科技,25.9937,327.7271,52.3232,43.782,1700.0,54.7412
89,002202,金风科技,43.8376,327.4362,10.3972,33.1911,327.8513,10.4751
90,000626,远大控股,0.9818,325.8945,55.1375,43.6998,535.2876,53.453
91,600851,海欣股份,-12.0042,324.3235,72.2889,65.5563,344.6494,78.0887
92,601012,隆基股份,61.3783,312.8641,9.0255,37.5793,323.0769,8.6311
93,300086,康芝药业,32.0691,306.1772,1.0275,1.1901,165.0067,1.1049
94,002131,利欧股份,56.1023,305.1663,33.9304,47.7592,166.6667,32.4964
95,300091,金通灵,21.7483,304.9275,1.3741,16.7104,449.1803,1.5104
96,002505,大康农业,-41.3345,303.6965,585.5036,396.073,-40.0,611.3861
97,600173,卧龙地产,91.0671,303.1485,2.4116,26.3735,297.4501,9.7103
98,300583,赛托生物,83.7213,298.8162,194.2378,140.7273,,194.2378
99,300094,国联水产,-3.8153,298.3413,6.5754,8.0063,297.5155,10.9602
100,002171,楚江新材,113.7773,293.832,78.737,56.8056,225.0,77.969
101,002195,二三四五,64.1392,288.7096,773.2456,778.6753,165.896,802.6024
102,002390,信邦制药,334.8087,287.7883,137.2649,251.3534,41.0435,131.6083
103,603980,吉华集团,54.1843,282.4621,87.9404,6.5258,271.1504,87.2551
104,000159,国际实业,10.1195,277.6988,5.1972,-0.4941,262.9229,5.0332
105,600810,神马股份,1.3061,276.2671,11.2132,19.437,207.6404,1.2966
106,300266,兴源环境,132.7837,269.711,91.576,109.6198,126.3158,88.4569
107,300638,广和通,137.7933,269.5579,193.9616,76.0232,,193.9616
108,000034,神州数码,-4.5029,266.622,56.133,22.0662,240.0,56.133
109,600816,安信信托,,266.0663,108.6855,84.5683,266.0711,108.6855
110,600909,华安证券,,263.1718,14.9297,101.3897,242.8571,15.0292
111,600367,红星发展,3.772,262.8125,1.7837,2.1543,800.0,1.8723
112,603612,索通发展,-4.9827,259.7691,13.2579,1.0289,270.8333,11.6142
113,000429,粤高速A,9.6082,258.67,16.1946,-1.4256,150.0,18.3619
114,002252,上海莱士,165.8829,258.2065,682.7622,495.4657,55.1724,691.8909
115,002268,卫士通,170.2644,251.8134,102.4938,115.8198,145.4667,119.5787
116,600782,新钢股份,-3.9764,248.4617,5.1923,-4.4471,262.5,5.2983
117,300190,维尔利,133.7681,246.6334,53.1108,67.2087,227.7778,53.4131
118,300045,华力创通,32.8239,246.3867,7.4534,17.0097,260.0,8.6002
119,002107,沃华医药,23.361,244.1014,4.4145,3.6573,266.6667,4.4145
120,603078,江化微,33.6746,241.3217,22.3046,8.6676,,22.3046
121,002092,中泰化学,-7.2133,240.4398,18.3152,26.6652,200.0,2.9934
122,300042,朗科科技,-8.7929,238.4638,2.4713,-1.3582,238.2883,2.4713
123,300237,美晨生态,89.6855,237.5191,110.0568,194.0579,66.0714,110.3255
124,600812,华北制药,-24.4182,234.917,26.5426,6.8955,170.0,28.8312
125,002547,春兴精工,78.3626,234.4488,117.09,80.8488,227.2727,116.0088
126,600682,南京新百,133.3548,233.6868,11.4703,217.7605,194.7368,27.0372
127,600326,西藏天路,-18.8811,233.3698,7.5211,8.6896,1100.0,5.5078
128,300208,恒顺众昇,296.564,219.0777,16.4063,20.8686,192.3077,15.259
129,000426,兴业矿业,40.2081,217.587,0.905,-7.6307,88.1332,0.8402
130,000939,凯迪生态,28.9697,211.5489,8.1477,18.6079,214.2857,10.711
131,600726,华电能源,-3.9904,210.2024,6.2262,1.135,872.2222,5.2113
132,002383,合众思壮,-20.9569,209.326,1.2432,4.954,308.3969,1.5676
133,002797,第一创业,,207.6712,13.4866,86.7869,225.0,12.7163
134,603466,风语筑,35.2858,207.2155,40.9141,26.2373,,40.9141
135,300011,鼎汉技术,76.1354,207.1864,133.7854,122.8818,56.8413,133.714
136,600893,航发动力,237.617,204.0933,240.5423,391.5662,66.6667,217.654
137,600548,深高速,10.401,202.555,16.738,6.5202,203.9394,18.2784
138,300643,万通智控,32.8872,200.222,-4.5915,14.3866,,-4.5853
139,000949,新乡化纤,-13.1107,198.6835,39.0612,3.7394,176.5027,38.7297
140,300201,海伦哲,44.3199,197.4678,2.2078,6.9368,196.2025,2.2891
141,300677,英科医疗,24.0347,196.8558,13.9042,-6.8068,,15.2293
142,600590,泰豪科技,16.7589,196.0858,2.2881,-8.2377,300.0,2.4332
143,600053,九鼎投资,32.7896,195.4479,8.2572,-10.9362,195.4561,8.2572
144,300324,旋极信息,48.9743,194.7881,47.4148,63.8977,52.6,42.8219
145,000988,华工科技,32.4047,192.2169,6.2285,12.4127,216.6667,6.1852
146,002905,金逸影视,16.5367,191.6584,25.8919,19.6726,194.5946,26.1485
147,603722,阿科力,46.4715,191.4896,58.4145,27.8153,193.3333,58.4145
148,300292,吴通控股,144.0184,191.4812,110.0422,112.9626,61.1111,110.0422
149,601555,东吴证券,,191.3231,80.2345,204.9296,157.8947,79.8278
150,002005,德豪润达,32.7436,188.8436,37.7024,18.4651,43.4211,31.3983
151,000760,斯太尔,17.1962,188.7026,-1.6265,0.9251,100.0,-1.6265
152,002885,京泉华,13.5308,188.4429,10.2036,7.9478,200.0,10.2036
153,000516,国际医学,8.9092,188.2216,24.528,-2.7242,188.2353,24.5929
154,600226,瀚叶股份,-16.3631,187.2585,2.841,0.3452,185.7143,5.2404
155,300278,华昌达,106.0383,185.88,151.7829,133.57,140.0,151.5815
156,000025,特力A,-4.4669,183.8395,-0.6798,15.0252,50.1597,0.2761
157,300716,国立科技,17.5021,183.1538,21.5705,24.3056,,21.5705
158,600687,刚泰控股,236.7763,180.9261,16.1447,78.7797,65.1613,16.1447
159,000957,中通客车,12.288,180.8585,34.2721,29.8478,165.9091,33.3525
160,002194,武汉凡谷,57.6402,180.0477,4.1734,10.9633,177.7778,4.1734
161,002852,道道全,-7.8779,179.7989,66.1362,-1.4673,,66.1362
162,600693,东百集团,-14.2582,178.1949,11.439,24.7014,160.1343,13.7106
163,000875,吉电股份,9.339,177.7674,5.9496,11.1109,0.7874,-1.0936
164,600645,中源协和,31.9822,177.3207,75.1782,62.7573,400.0,105.873
165,300270,中威电子,70.472,176.2086,10.243,30.9573,169.2308,10.2996
166,600236,桂冠电力,15.3573,176.0829,14.1446,0.9834,162.6263,12.8683
167,300033,同花顺,44.44,175.7763,4.599,19.891,37.5,4.599
168,300641,正丹股份,33.679,173.9758,18.0237,-4.1354,166.6667,18.0237
169,601677,明泰铝业,14.8523,173.605,9.4274,54.125,193.3333,9.4928
170,002601,龙蟒佰利,19.0883,172.9319,4.4873,29.8624,175.0,2.1264
171,002878,元隆雅图,-13.2871,169.6862,18.9194,-7.185,166.6667,18.9283
172,000004,国农科技,10.7499,169.5444,8.9114,39.6984,-506.5041,5.0449
173,603985,恒润股份,38.3181,167.3953,11.6118,9.6304,167.3582,11.6118
174,601200,上海环境,122.2596,166.371,78.2706,79.7042,,77.6026
175,600109,国金证券,,164.9689,46.125,92.1952,31.8367,46.6783
176,600361,华联综超,4.5826,161.3889,1.9905,1.8562,150.0,2.0258
177,002377,国创高新,65.0736,159.3275,18.4112,37.348,25.0,0.7841
178,002009,天奇股份,1.9615,156.2634,6.1667,-0.7175,100.0,6.6989
179,300715,凯伦股份,52.4251,155.5727,97.7932,14.9075,137.5,97.7932
180,600393,粤泰股份,82.0609,155.1347,2.5805,1.894,162.5,3.2911
181,002602,世纪华通,39.497,154.9859,120.8754,102.7931,93.5484,121.2971
182,600713,南京医药,17.8142,154.7917,89.227,17.748,151.7857,111.0263
183,300595,欧普康视,42.7092,153.7744,31.691,29.0188,157.1252,30.714
184,600661,新南洋,106.2341,152.0575,116.2708,74.6389,190.7085,136.9544
185,600501,航天晨光,-3.743,149.9985,5.7769,1.7333,120.0,6.1616
186,601377,兴业证券,,148.2793,13.3416,106.5058,26.8889,12.9007
187,000600,建投能源,25.1603,147.8359,111.5953,40.3723,68.7101,148.2163
188,600641,万业企业,-0.0926,147.7111,36.6327,-10.2337,76.6714,36.0254
189,600674,川投能源,-3.9472,147.3644,42.0664,24.7605,140.7816,43.3813
190,300076,GQY视讯,-20.2948,146.6043,-0.7225,-2.1989,28.5714,1.1775
191,601208,东材科技,31.6888,145.2837,6.2423,21.8413,145.4545,5.7054
192,300604,长川科技,80.309,144.5029,61.2364,69.5977,,61.2364
193,002356,赫美集团,26.515,142.9767,54.2824,67.22,85.1852,56.0014
194,002018,华信国际,37.0033,142.4032,3.9249,1.2156,80.0,3.6127
195,603188,亚邦股份,21.0718,141.5112,185.1297,59.9829,122.9411,185.1297
196,002673,西部证券,,140.9664,16.4867,159.6704,139.1304,15.2178
197,000050,深天马A,106.2754,140.5738,160.5549,96.7277,184.64,448.2561
198,000802,北京文化,158.3149,140.3906,9.0738,37.0819,145.2765,8.8358
199,600958,东方证券,,140.1131,18.0464,76.7063,129.1667,18.0243
200,002574,明牌珠宝,-20.0483,138.9788,6.2774,2.855,8.5714,6.1229
201,002500,山西证券,,138.5254,7.5488,66.6495,114.3523,6.3703
202,603579,荣泰健康,75.7753,137.9635,49.5925,45.7132,130.7692,51.4965
203,002699,美盛文化,97.2866,136.9968,12.3591,19.5044,4.4444,8.4136
204,000692,惠天热电,0.963,136.8639,1.7633,3.1088,25.9591,1.33
205,601211,国泰君安,,136.818,35.1307,105.5277,136.1702,23.4119
206,600177,雅戈尔,4.8549,136.5642,17.7457,-1.4942,132.7869,18.6351
207,300004,南风股份,100.8379,135.5896,236.7837,217.355,100.0,243.0136
208,002736,国信证券,,134.4963,59.1613,115.6601,133.3333,59.156
209,000977,浪潮信息,72.9896,134.27,119.239,72.9508,6.3485,119.239
210,300089,文化长城,8.0005,133.4283,1.0752,8.8465,200.0,1.0752
211,600719,大连热电,2.954,133.0649,1.1736,-7.3572,133.1707,1.1736
212,600802,福建水泥,13.3139,132.7198,18.1927,15.1351,160.0,28.4018
213,300636,同和药业,50.1701,132.2275,49.7463,9.2891,,49.7463
214,601375,中原证券,,130.6709,40.2731,107.1067,100.0,41.4379
215,601882,海天精工,14.9546,129.4334,6.9364,-0.4365,127.2251,6.9203
216,000929,兰州黄河,-10.3601,128.7643,8.4575,6.1513,207.2527,11.7967
217,002815,崇达技术,27.7012,128.5036,38.3379,15.3557,130.303,38.3379
218,300315,掌趣科技,103.6152,128.1305,164.4259,160.6137,17.3913,161.8872
219,603557,起步股份,32.8541,127.8598,89.8009,56.6745,,89.8009
220,300098,高新兴,37.3489,127.8251,10.8023,36.5906,133.3333,12.3191
221,002329,皇氏集团,14.0891,127.5097,85.6661,79.9794,103.4138,95.6087
222,000719,大地传媒,146.1614,126.5307,173.5352,192.3222,33.8462,176.2922
223,000948,南天信息,-15.1872,125.8958,0.6723,1.518,19.1067,0.8266
224,600020,中原高速,27.3453,125.7154,10.9003,11.2202,125.6264,10.8477
225,300713,英可瑞,57.1865,123.5984,32.5866,39.0869,122.7273,32.5866
226,600256,广汇能源,39.7892,123.483,23.7896,29.9609,119.3706,15.9098
227,600030,中信证券,,123.4626,13.1198,76.7529,114.5833,13.0122
228,000686,东北证券,,122.4191,17.0064,73.8653,10.2041,16.7187
229,002232,启明信息,3.5233,122.4009,0.6517,-4.7324,1.0753,0.6928
230,000413,东旭光电,130.0028,121.9948,10.2414,38.0294,-35.2941,10.7171
231,002165,红宝丽,11.1802,121.4664,4.2388,-2.6639,142.8571,4.0264
232,601179,中国西电,6.267,120.4331,2.0781,-4.9019,90.0,1.9315
233,000966,长源电力,-12.9291,120.1033,14.2833,-6.9011,135.9091,36.7889
234,601908,京运通,49.1447,120.0926,2.7409,19.2142,85.7143,2.6655
235,603127,昭衍新药,28.4964,119.8329,30.5089,18.8405,122.2222,30.596
236,002873,新天药业,11.8186,119.4369,21.0475,23.1781,121.1034,21.0475
237,600843,上工申贝,8.6723,119.0012,75.971,33.4319,112.9797,100.5399
238,600112,*ST天成,-25.2766,118.5935,6.8828,-14.0639,118.1818,6.8828
239,300639,凯普生物,44.5303,117.5497,80.059,42.2995,108.1633,80.059
240,300067,安诺其,47.2858,116.8902,11.8808,15.3696,2.8,11.526
241,000625,长安汽车,37.502,116.7506,36.5637,30.587,,36.5258
242,300077,国民技术,-1.8279,116.6993,0.2255,0.909,100.0,0.226
243,300711,广哈通信,4.8246,115.9178,-2.2468,3.894,118.1818,-2.2468
244,002590,万安科技,3.0472,115.8543,9.6696,0.5977,24.1379,10.0008
245,002026,山东威达,12.2633,115.7801,122.3784,90.8346,69.0701,122.3784
246,600252,中恒集团,-19.5734,115.0298,60.4144,32.4953,113.6765,60.4823
247,000567,海德股份,15.7424,114.4068,2.1306,14.7805,127.7778,3.2774
248,000671,阳光城,86.644,114.1797,64.7065,41.3285,90.625,96.1063
249,600614,鹏起科技,-1.2001,114.1676,150.2962,132.8628,116.6667,178.9543
250,002769,普路通,-29.0304,113.9307,31.7446,72.6421,110.8696,31.6309
251,300653,正海生物,36.0931,113.4831,116.873,5.8071,,116.873
252,000531,穗恒运A,33.9516,112.7559,28.257,-10.6671,-7.2462,24.4541
253,300651,金陵体育,13.0778,112.2542,58.5223,13.7514,108.4667,58.5223
254,600884,杉杉股份,-9.6081,111.9601,25.3102,23.0289,89.7092,31.901
255,603129,春风动力,21.9111,111.8716,,39.5455,111.1111,-192.5955
256,300108,吉药控股,108.2725,111.658,281.9189,365.3841,55.0,277.1235
257,600369,西南证券,,111.618,57.6397,94.0223,81.4815,54.8218
258,300706,阿石创,44.5846,110.8077,24.6255,29.1091,112.5,24.6255
259,000599,青岛双星,-24.5417,110.3023,60.5209,3.8962,120.0,60.0406
260,000558,莱茵体育,77.4199,109.7316,78.8583,-25.3164,-45.4545,83.8279
261,002558,巨人网络,29.576,109.6299,0.4887,-6.8988,90.4762,0.4887
262,300234,开尔新材,65.5036,109.5892,22.9667,20.7779,-4.7619,23.3258
263,300414,中光防雷,70.5926,109.3988,37.0417,39.8273,108.1081,37.0417
264,002462,嘉事堂,57.2156,108.9579,28.4827,63.081,75.1475,8.4615
265,000750,国海证券,,108.6863,10.5915,81.129,100.0,9.2224
266,600410,华胜天成,-11.1601,108.3894,6.4612,15.7823,128.9922,-0.1215
267,600903,贵州燃气,31.3064,108.1907,21.0724,27.1849,150.0,5.5515
268,002917,金奥博,54.5809,107.7993,26.2407,15.7387,,28.0274
269,300658,延江股份,65.8838,107.1333,22.9334,45.976,,22.345
270,000728,国元证券,,106.547,12.5288,75.2174,105.8824,12.5288
271,300207,欣旺达,94.2092,106.1986,21.3959,71.5039,106.0606,13.427
272,603527,众源新材,17.3719,105.3748,-9.19,-31.9309,105.0,-9.19
273,603877,太平鸟,30.4838,104.2852,37.7565,21.9123,103.9216,38.0267
274,002907,华森制药,22.6097,104.2743,24.404,29.3828,,25.1818
275,300296,利亚德,51.6368,104.1679,50.0676,57.5767,-1.8868,49.6674
276,300017,网宿科技,58.5711,103.9965,43.7287,42.1399,0.5229,43.7287
277,600290,华仪电气,14.1154,103.7537,4.7694,4.1592,112.5,4.0139
278,000850,华茂股份,-3.7136,103.2557,23.6489,8.2986,100.0,25.9175
279,000739,普洛药业,8.5389,102.9479,24.1204,8.57,44.7178,28.6556
280,000166,申万宏源,,102.8683,26.8572,133.262,96.1538,20.5097
281,002169,智光电气,7.7483,102.8546,6.1384,12.6956,107.2751,6.0014
282,600399,抚顺特钢,-0.1273,102.5074,2.1355,1.2506,101.7937,2.1355
283,603380,易德龙,48.6033,101.667,56.685,22.3082,-59.3333,56.685
284,603661,恒林股份,25.2859,101.0692,36.2202,9.653,100.0,36.8793
285,300232,洲明科技,23.378,100.9015,11.6584,31.4694,-9.0909,9.6549
286,300072,三聚环保,150.653,100.84,34.2901,59.1446,97.5,30.0098
287,601688,华泰证券,,100.103,15.469,177.0797,102.8615,15.6868
288,002175,东方网络,37.4048,100.029,52.0072,69.4234,56.7179,52.0059
289,002831,裕同科技,41.2938,99.7696,42.7111,36.6239,99.7697,42.645
290,002886,沃特股份,50.1116,99.6483,36.7082,39.7819,99.6284,36.7082
291,002156,通富微电,18.2968,99.1821,4.8032,7.2938,111.1111,4.8032
292,002145,中核钛白,9.4078,98.4918,33.1307,29.2769,75.0,36.5188
293,002437,誉衡药业,45.7179,98.4553,25.1702,67.2573,-22.2222,26.3517
294,002913,奥士康,47.9836,98.4321,14.7144,57.8907,,14.7144
295,000920,南方汇通,-9.7362,97.7516,-18.6713,-36.3832,186.6667,-12.4228
296,002577,雷柏科技,31.6645,97.4934,4.0951,26.0442,8.3333,0.4061
297,600300,维维股份,-11.8417,97.3562,3.2619,7.0229,140.0,7.2124
298,000720,新能泰山,8.4,97.3274,16.3577,-0.8244,135.8974,10.3496
299,603595,东尼电子,72.6987,97.303,72.1757,31.0579,,72.1757
300,300188,美亚柏科,54.4761,96.2774,14.7837,25.7323,108.0,13.9844
301,300044,赛为智能,44.6641,95.391,6.2882,-1.1654,76.9231,4.9632
302,300085,银之杰,74.5396,95.2539,60.1303,80.0006,-5.7548,59.4669
303,002611,东方精工,225.7804,95.2477,27.8358,105.069,-22.5806,11.2388
304,600305,恒顺醋业,8.6957,94.3384,121.5217,-9.199,70.2211,130.4279
305,300637,扬帆新材,52.7885,94.2697,14.277,18.7503,95.2381,14.277
306,300695,兆丰股份,28.286,94.1939,26.367,2.2692,92.3077,28.0566
307,300150,世纪瑞尔,40.4038,94.0064,5.5945,4.0633,91.6667,5.1511
308,300138,晨光生物,1.7665,93.8427,1.8309,-7.5653,113.3562,2.0096
309,603063,禾望电气,71.2281,93.7292,25.0813,25.212,,25.0813
310,300221,银禧科技,14.3071,93.7168,4.3682,17.0534,100.0,3.9866
311,300618,寒锐钴业,33.4039,93.1376,13.5084,25.3007,100.0,13.5084
312,600352,浙江龙盛,7.5549,91.947,22.9065,21.3438,82.5187,22.084
313,600836,界龙实业,3.5152,91.9375,-1.7607,-5.6858,38.2353,-3.1253
314,000529,广弘控股,1.6476,91.2157,16.6618,12.9093,85.7143,16.8292
315,002626,金达威,25.0824,90.5961,7.9142,11.3262,19.2982,7.9358
316,000821,京山轻机,27.4889,90.3935,1.6406,3.0117,0.0,0.7069
317,000063,中兴通讯,8.2909,90.2666,11.2878,6.1298,97.4359,10.4112
318,300696,爱乐达,58.5206,90.2656,18.0203,9.3066,72.5,18.0203
319,000693,*ST华泽,82.6131,89.8779,19.1838,23.2054,45.0056,19.1838
320,600837,海通证券,,89.6528,12.7276,108.4997,90.4762,11.149
321,002282,博深工具,-3.1074,89.6119,2.3242,-6.133,100.0,2.3242
322,600191,华资实业,24.346,89.2089,15.0644,15.571,87.3239,15.1239
323,603378,亚士创能,24.2232,88.8945,38.5265,9.7971,74.359,38.5265
324,002910,庄园牧场,21.0835,88.8293,15.211,13.2414,87.8788,15.211
325,603776,永安行,66.4163,87.4932,180.4406,96.3648,81.9672,181.0052
326,600232,金鹰股份,-6.8696,87.4618,-0.1658,-1.7612,133.3333,-0.2974
327,002196,方正电机,27.764,87.32,32.4621,40.7971,75.0,30.7175
328,300043,星辉娱乐,13.4512,87.1666,73.9231,55.8012,-14.2857,86.8603
329,300690,双一科技,60.5376,86.8697,23.8313,26.5747,87.3016,23.8313
330,000735,罗牛山,-41.5063,86.68,-1.0735,-0.8508,81.25,-0.1567
331,603727,博迈科,50.7652,86.6692,22.4042,11.4699,86.3636,22.4042
332,300633,开立医疗,8.0173,86.4886,21.8395,37.1618,,21.8395
333,002090,金智科技,12.0365,86.3824,21.477,7.0949,80.732,20.635
334,002120,韵达股份,-0.4909,86.3197,10.3874,-5.4211,143.4783,14.0824
335,000806,银河生物,2.2762,85.8934,-2.2046,5.8437,113.1429,-1.9681
336,000678,襄阳轴承,37.8343,85.7805,0.1282,4.094,0.0,-0.2924
337,603386,广东骏亚,-12.6106,85.774,33.7528,26.69,,33.7454
338,603528,多伦科技,46.6103,85.3735,44.9531,19.2202,86.4377,45.6099
339,000758,中色股份,2.0035,84.7461,3.4379,14.0224,213.9535,7.1963
340,300569,天能重工,65.2684,84.6447,18.9612,1.9096,87.873,18.8076
341,300162,雷曼股份,15.5845,84.6105,5.0996,4.9277,46.1538,1.6823
342,300577,开润股份,41.2906,84.3853,36.1807,13.478,,36.1807
343,300301,长方集团,13.3205,84.3563,3.995,32.8021,84.9261,3.995
344,300735,光弘科技,12.9114,84.3456,11.4603,30.3971,,11.5724
345,002542,中化岩土,138.5272,84.0401,98.5595,198.4897,-17.1429,96.8046
346,000776,广发证券,,82.9473,18.9403,104.6032,77.0833,14.3167
347,002384,东山精密,33.3703,82.356,12.0655,55.852,-14.2857,12.0873
348,002472,双环传动,27.8034,81.7311,7.2535,10.1372,83.3333,7.2535
349,600387,海越股份,-32.9237,81.6137,6.8118,37.2428,81.25,6.1613
